id;jabatan;unsur;sub_unsur;kegiatan;bobot
730;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review konsep simpulan hasil telaahan ada atau tidaknya indikasi kerugian negara dari Pemeriksa Ahli Muda;0.030
731;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review dan menyetujui simpulan hasil telaahan ada atau tidaknya indikasi kerugian negara dari Pemeriksa Ahli Madya;0.065
732;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyampaikan simpulan hasil telaahan ada atau tidaknya indikasi kerugian negara kepada Ketua BPK;0.032
733;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyusun usulan Tim Pemeriksa;0.015
734;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review usulan Tim Pemeriksa dari Pemeriksa Ahli Muda;0.030
735;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review dan menyetujui usulan Tim dari Pemeriksa Pemeriksa Ahli Madya;0.086
736;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyiapkan bahan penyusunan P2 PKN;0.010
737;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyusun konsep P2 PKN;0.040
738;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review konsep P2 PKN dari Pemeriksa Ahli Muda;0.060
739;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review dan menyetujui P2 PKN dari Pemeriksa Ahli Madya;0.086
740;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);melakukan survei dan komunikasi dengan Ahli/Konsultan yang akan digunakan;0.030
741;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);mengusulkan kebutuhan Ahli/Konsultan kepada APH;0.030
742;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review usulan kebutuhan Ahli/Konsultan kepada APH;0.030
743;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review dan menyetujui usulan kebutuhan Ahli/Konsultan kepada APH;0.086
744;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);melaksanakan komunikasi dengan APH;0.030
745;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyiapkan bahan yang akan digunakan oleh Ahli/Konsultan;0.016
746;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyusun materi/bahan yang akan digunakan oleh Ahli/Konsultan;0.020
747;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review materi/bahan yang akan digunakan oleh Ahli/Konsultan dari Pemeriksa Ahli Muda;0.086
748;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);melakukan pembahasan dengan Ahli/Konsultan;0.016
749;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);memimpin proses pembahasan dengan Ahli/Konsultan;0.020
750;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);mengendalikan proses pembahasan dengan Ahli/Konsultan;0.030
751;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);mengarahkan proses pembahasan dengan Ahli/Konsultan;0.086
752;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);mendokumentasikan pelaksanaan pembahasan dengan Ahli/Konsultan;0.016
753;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyusun Laporan Hasil Pembahasan dengan Ahli/Konsultan;0.020
754;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);melakukan diskusi dengan APH atas pendapat Ahli/Konsultan;0.016
755;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyusun Laporan Hasil Diskusi dengan APH atas Pendapat Ahli/Konsultan;0.020
756;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyusun konsep Simpulan PKN;0.030
757;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review konsep Simpulan PKN dari Pemeriksa Ahli Muda;0.030
758;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review dan menyetujui Simpulan PKN dari Pemeriksa Ahli Madya;0.130
759;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyiapkan bahan penyusunan Prosedur Pemeriksaan PKN Tambahan/Alternatif;0.016
760;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyusun konsep Prosedur Pemeriksaan PKN Tambahan/Alternatif;0.020
761;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review konsep Prosedur Pemeriksaan PKN Tambahan/Alternatif dari Pemeriksa Ahli Muda;0.030
762;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review dan menyetujui Prosedur Pemeriksaan PKN Tambahan/Alternatif dari Pemeriksa Ahli Madya;0.086
763;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyiapkan data dan bahan untuk pemaparan dengan Pihak Internal BPK;0.016
764;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyusun bahan pemaparan dengan Pihak Internal BPK;0.020
765;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);melakukan pemaparan dengan Pihak Internal BPK;0.030
766;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyiapkan data dan bahan untuk pemaparan dengan Instansi yang Berwenang;0.016
767;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyusun bahan pemaparan dengan Instansi yang Berwenang;0.020
768;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);melakukan pemaparan dengan Instansi yang Berwenang;0.030
769;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyusun konsep LHP PKN sesuai unsur-unsur temuan;0.120
770;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyiapkan konsep surat keluar;0.020
771;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review konsep surat keluar;0.030
772;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review dan menyetujui surat keluar;0.864
773;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);melaksanakan administrasi dalam pemantauan penanganan penyampaian LHP PKN;0.024
774;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);melakukan koordinasi dengan APH mengenai penanganan LHP PKN terkait dengan tahapan persidangan dan putusan Pengadilan atas nilai kerugian negara;0.020
775;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);membuat laporan atas hasil pemantauan penanganan LHP PKN oleh APH;0.020
776;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);me-review laporan atas hasil pemantauan penanganan PKN oleh APH;0.060
777;Pemeriksa;Pemeriksaan Investigatif;Pemeriksaan Investigatif dalam rangka Penghitungan Kerugian Negara (PKN);menyetujui laporan atas hasil pemantauan penanganan LHP PKN oleh APH;0.086
778;Pemeriksa;Pemeriksaan Investigatif;Pemberian keterangan ahli sebagai ahli/saksi fakta;memberikan keterangan sebagai Ahli/Saksi Fakta kepada Penyidik (di BAP);0.320
779;Pemeriksa;Pemeriksaan Investigatif;Pemberian keterangan ahli sebagai ahli/saksi fakta;melakukan komunikasi dengan Jaksa Penuntut Umum dalam rangka pemberian keterangan Ahli/Saksi Fakta;0.080
780;Pemeriksa;Pemeriksaan Investigatif;Pemberian keterangan ahli sebagai ahli/saksi fakta;menyiapkan data dan dokumen administratif yang dibutuhkan dalam rangka pemberian keterangan Ahli/Saksi Fakta;0.320
781;Pemeriksa;Pemeriksaan Investigatif;Pemberian keterangan ahli sebagai ahli/saksi fakta;mengikuti pelaksanaan mootcourt /peradilan semu sebagai Ahli/Saksi Fakta;0.080
782;Pemeriksa;Pemeriksaan Investigatif;Pemberian keterangan ahli sebagai ahli/saksi fakta;mengikuti pelaksanaan mootcourt /peradilan semu. (mootcourt diikuti minimal oleh 5 orang sebagai Hakim, Jaksa Penuntut Umum, Pengacara, Terdakwa, dan Saksi);0.080
783;Pemeriksa;Pemeriksaan Investigatif;Pemberian keterangan ahli sebagai ahli/saksi fakta;melakukan komunikasi dengan Jaksa Penuntut Umum;0.080
784;Pemeriksa;Pemeriksaan Investigatif;Pemberian keterangan ahli sebagai ahli/saksi fakta;memberikan keterangan sebagai Ahli/Saksi Fakta di Pengadilan Tipidkor/Pengadilan Negeri;0.400
785;Pemeriksa;Pemeriksaan Investigatif;Pemberian keterangan ahli sebagai ahli/saksi fakta;melakukan pendampingan Ahli/Saksi Fakta dalam memberikan keterangan di Pengadilan Tipidkor/Pengadilan Negeri;0.120
786;Pemeriksa;Pemeriksaan Investigatif;Pemberian keterangan ahli sebagai ahli/saksi fakta;menyusun Laporan Pelaksanaan Pemberian Keterangan Ahli/Saksi Fakta;0.240
787;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;0.900
788;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menyusun konsep Revisi Rencana Kegiatan Tahunan bidang evaluasi dan pelaporan pemeriksaan;0.700
789;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menuangkan bahan evaluasi dalam konsep hasil evaluasi hasil pemeriksaan;0.017
790;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengompilasi hasil evaluasi hasil pemeriksaan;0.066
791;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menyusun konsep laporan evaluasi hasil pemeriksaan;0.086
792;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menyusun konsep program penyusunan Ikhtisar Hasil Pemeriksaan Semesteran (IHPS);0.077
793;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menyusun konsep laporan inventarisasi bahan IHPS dan memantau kelengkapan bahan IHPS;0.049
794;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;memvalidasi dan mengevaluasi hasil pemeriksaan;0.022
795;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengklasifikasikan hasil pemeriksaan berdasar jenis pemeriksaan dan tema/fokus pemeriksaan;0.022
796;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menyusun outline IHPS dengan memperhatikan tema dan fokus pemeriksaan serta kebijakan pemeriksaan BPK;0.027
797;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengompilasi dan memvalidasi hasil pemeriksaan dengan kompleksitas rendah (Di bawah 10 data/ LHP);0.026
798;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengompilasi dan memvalidasi hasil pemeriksaan dengan kompleksitas rendah (Antara 11 - 50/ LHP);0.052
799;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengompilasi dan memvalidasi hasil pemeriksaan dengan kompleksitas rendah (Antara 51 - 100/ LHP);0.086
800;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengompilasi dan memvalidasi hasil pemeriksaan dengan kompleksitas rendah (Diatas 100/ LHP);0.095
801;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengumpulkan, mengompilasi dan memvalidasi data pemantauan TLRHP;0.115
802;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengumpulkan, mengompilasi dan memvalidasi data pemantauan penyelesaian ganti kerugian negara/daerah;0.067
803;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengunduh salinan digital LHP dari SMP;0.001
804;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;Memastikan satker telah melakukan pengecekan sesuai matriks pengecekan salinan digital LHP;0.006
805;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengompilasi dan memvalidasi salinan digital LHP;0.067
806;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menyusun daftar LHP sesuai outline IHPS;0.003
807;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menautkan (link) salinan digital LHP dengan daftar LHP;0.004
808;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengidentifikasi temuan signifikan per tema dengan kompleksitas rendah (sampai dengan 10 data/ LHP);0.052
809;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menyusun konsep awal IHPS dengan kompleksitas rendah (sampai dengan 10 data/LHP);0.046
810;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengidentifikasi temuan signifikan per tema dengan kompleksitas sedang (dari 11 sampai dengan 50 data/LHP;0.120
811;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menyusun konsep awal IHPS dengan kompleksitas sedang (dari 11 sampai dengan 50 data/LHP);0.048
812;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengidentifikasi temuan signifikan per tema dengan kompleksitas tinggi (dari 51 sampai dengan 100 data/LHP);0.018
813;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menyusun konsep awal IHPS dengan kompleksitas tinggi (Antara 51 – 100 data/ LHP);0.052
814;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengidentifikasi temuan signifikan per tema dengan kompleksitas sangat tinggi (Di atas 100 data/LHP);0.217
815;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menyusun konsep awal IHPS dengan kompleksitas sangat tinggi (Di atas 100 data/ LHP);0.062
816;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;menyiapkan bahan Forum Eselon I dan Sidang BPK terkait konsep awal IHPS;0.031
817;Pemeriksa;Evaluasi dan Pelaporan Pemeriksaan;Evaluasi dan Pelaporan Pemeriksaan;mengumpulkan dan menyusun rekapitulasi masukan konsep final IHPS beserta tindak lanjutnya;0.039
818;Pemeriksa;Penelitian dan Pengembangan Pemeriksaan;Penelitian dan Pengembangan Pemeriksaan;menyusun Rencana Kegiatan Tahunan Penelitian, Pengkajian dan Pengembangan Perangkat Lunak Pemeriksaan;0.900
819;Pemeriksa;Penelitian dan Pengembangan Pemeriksaan;Penelitian dan Pengembangan Pemeriksaan;merencanakan penyusunan kajian hasil penelitian bidang pemeriksaan;0.236
820;Pemeriksa;Penelitian dan Pengembangan Pemeriksaan;Penelitian dan Pengembangan Pemeriksaan;merencanakan pengembangan dan pemutakhiran perangkat lunak bidang pemeriksaan;0.232
821;Pemeriksa;Penelitian dan Pengembangan Pemeriksaan;Penelitian dan Pengembangan Pemeriksaan;merencanakan diseminasi perangkat lunak;0.261
822;Pemeriksa;Penguatan Aspek Hukum dalam Pemeriksaan;Penguatan Aspek Hukum dalam Pemeriksaan;menyusun Rencana Kegiatan Tahunan Penguatan Aspek Hukum dalam Pemeriksaan;0.900
823;Pemeriksa;Penguatan Aspek Hukum dalam Pemeriksaan;Penguatan Aspek Hukum dalam Pemeriksaan;menyusun Program Penguatan Aspek Hukum Pemeriksaa;0.971
824;Pemeriksa;Penguatan Aspek Hukum dalam Pemeriksaan;Penguatan Aspek Hukum dalam Pemeriksaan;melaksanakan Legal Risk Assesment atas Pemeriksaan BPK;1.213
825;Pemeriksa;Penguatan Aspek Hukum dalam Pemeriksaan;Penguatan Aspek Hukum dalam Pemeriksaan;menyusun Laporan Hasil Konsultasi Hukum/Pendapat Hukum;2.270
826;Pemeriksa;Pemeriksaan dan Review Teknologi Informasi;Pemeriksaan dan Review Teknologi Informasi;mengumpulkan Data dan Informasi Aset Teknologi Informasi (TI) terkait objek pemeriksaan;0.182
827;Pemeriksa;Pemeriksaan dan Review Teknologi Informasi;Pemeriksaan dan Review Teknologi Informasi;melakukan penilaian risiko untuk menentukan ruang lingkup pemeriksaan TI;0.129
828;Pemeriksa;Pemeriksaan dan Review Teknologi Informasi;Pemeriksaan dan Review Teknologi Informasi;menyusun kriteria pemeriksaan TI;0.242
829;Pemeriksa;Pemeriksaan dan Review Teknologi Informasi;Pemeriksaan dan Review Teknologi Informasi;menyusun Ruang Lingkup (scoping) Pemeriksaan TI;0.236
830;Pemeriksa;Pengawasan/ Penjaminan Mutu Seluruh Pelaksanaan Pemeriksaan;Pengawasan/Penjaminan Mutu Seluruh Pelaksanaan Pemeriksaan;menyusun Rencana Kegiatan Tahunan Pengawasan/Penjaminan Mutu Seluruh Pelaksanaan Pemeriksaan;0.900
831;Pemeriksa;Pengawasan/ Penjaminan Mutu Seluruh Pelaksanaan Pemeriksaan;Pengawasan/Penjaminan Mutu Seluruh Pelaksanaan Pemeriksaan;melaksanakan penerimaan informasi awal;0.289
832;Pemeriksa;Pengawasan/ Penjaminan Mutu Seluruh Pelaksanaan Pemeriksaan;Pengawasan/Penjaminan Mutu Seluruh Pelaksanaan Pemeriksaan;melaksanakan konsultasi melalui nota dinas atau sure;0.543
833;Pemeriksa;Pengawasan/ Penjaminan Mutu Seluruh Pelaksanaan Pemeriksaan;Pengawasan/Penjaminan Mutu Seluruh Pelaksanaan Pemeriksaan;mempersiapkan pemeriksaan atas kualitas Laporan Hasil Pemeriksaan dalam rangka pemberian penghargaan;1.838
834;Pemeriksa;Pengawasan/ Penjaminan Mutu Seluruh Pelaksanaan Pemeriksaan;Pengawasan/Penjaminan Mutu Seluruh Pelaksanaan Pemeriksaan;memonitoring pengawasan;0.234
835;Analis Hukum;Analisis dan Evaluasi Peraturan Perundang-Undangan dan Hukum Tidak Tertulis;Analisis dan Evaluasi Peraturan Perundang-Undangan;Mengklasifikasi Peraturan Perundang-undangan terkait isu atau permasalahan hukum tertentu;0.234
836;Analis Hukum;Analisis dan Evaluasi Peraturan Perundang-Undangan dan Hukum Tidak Tertulis;Analisis dan Evaluasi Peraturan Perundang-Undangan;Mengklasifikasi data dan informasi sekunder terkait isu atau permasalahan hukum tertentu;0.247
837;Analis Hukum;Analisis dan Evaluasi Peraturan Perundang-Undangan dan Hukum Tidak Tertulis;Analisis dan Evaluasi Peraturan Perundang-Undangan;Menganalisis dan mengevaluasi pasal-pasal dari hasil klasifikasi Peraturan Perundang-undangan, dan data dan informasi sekunder;0.450
838;Analis Hukum;Analisis dan Evaluasi Peraturan Perundang-Undangan dan Hukum Tidak Tertulis;Analisis dan Evaluasi Peraturan Perundang-Undangan;Melakukan pembobotan nilai hasil analisis seluruh pasal dari satu peraturan perundang-undangan secara keseluruhan terhadap rekomendasi hasil analisis;0.413
839;Analis Hukum;Analisis dan Evaluasi Peraturan Perundang-Undangan dan Hukum Tidak Tertulis;Analisis dan Evaluasi Hukum Tidak Tertulis;Mengklasifikasi bahan-bahan dan data hukum adat dan konvensi;0.260
840;Analis Hukum;Analisis dan Evaluasi Peraturan Perundang-Undangan dan Hukum Tidak Tertulis;Analisis dan Evaluasi Hukum Tidak Tertulis;Menganalisis dan mengevaluasi hukum adat dan konvensi;1.056
841;Analis Hukum;Analisis dan Evaluasi Peraturan Perundang-Undangan dan Hukum Tidak Tertulis;Analisis dan Evaluasi Hukum Tidak Tertulis;Melakukan layanan konsultasi terhadap permasalahan hukum adat dan konvensi;0.792
